timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1505698898866,1,HTTP Request,200,OK,Thread Group 1-1042,text,true,,20250,122,2,2,1,0,0
1505698898867,1,HTTP Request,200,OK,Thread Group 1-1043,text,true,,20250,122,1,1,1,0,1
1505698898868,1,HTTP Request,200,OK,Thread Group 1-1044,text,true,,20250,122,1,1,1,0,1
1505698898870,0,HTTP Request,200,OK,Thread Group 1-1045,text,true,,20250,122,1,1,0,0,0
1505698898871,0,HTTP Request,200,OK,Thread Group 1-1046,text,true,,20250,122,1,1,0,0,0
1505698898873,0,HTTP Request,200,OK,Thread Group 1-1047,text,true,,20250,122,1,1,0,0,0
1505698898874,0,HTTP Request,200,OK,Thread Group 1-1048,text,true,,20250,122,1,1,0,0,0
1505698898875,0,HTTP Request,200,OK,Thread Group 1-1049,text,true,,20250,122,1,1,0,0,0
1505698898876,1,HTTP Request,200,OK,Thread Group 1-1050,text,true,,20250,122,1,1,0,0,0
1505698898877,1,HTTP Request,200,OK,Thread Group 1-1051,text,true,,20250,122,1,1,1,0,0
1505698898878,1,HTTP Request,200,OK,Thread Group 1-1052,text,true,,20250,122,1,1,1,0,1
1505698898879,1,HTTP Request,200,OK,Thread Group 1-1053,text,true,,20250,122,1,1,1,0,1
1505698898881,2,HTTP Request,200,OK,Thread Group 1-1054,text,true,,20250,122,3,3,2,0,1
1505698898882,1,HTTP Request,200,OK,Thread Group 1-1055,text,true,,20250,122,3,3,1,0,0
1505698898883,4,HTTP Request,200,OK,Thread Group 1-1056,text,true,,20250,122,2,2,4,0,4
1505698898888,1,HTTP Request,200,OK,Thread Group 1-1062,text,true,,20250,122,5,5,0,0,0
1505698898888,1,HTTP Request,200,OK,Thread Group 1-1060,text,true,,20250,122,5,5,0,0,0
1505698898887,2,HTTP Request,200,OK,Thread Group 1-1059,text,true,,20250,122,5,5,2,0,1
1505698898887,2,HTTP Request,200,OK,Thread Group 1-1058,text,true,,20250,122,4,4,2,0,2
1505698898887,2,HTTP Request,200,OK,Thread Group 1-1057,text,true,,20250,122,4,4,2,0,2
1505698898889,1,HTTP Request,200,OK,Thread Group 1-1061,text,true,,20250,122,1,1,1,0,1
1505698898890,1,HTTP Request,200,OK,Thread Group 1-1063,text,true,,20250,122,1,1,1,0,1
1505698898893,1,HTTP Request,200,OK,Thread Group 1-1064,text,true,,20250,122,1,1,1,0,0
1505698898894,1,HTTP Request,200,OK,Thread Group 1-1065,text,true,,20250,122,1,1,1,0,1
1505698898896,2,HTTP Request,200,OK,Thread Group 1-1066,text,true,,20250,122,2,2,2,0,1
1505698898897,1,HTTP Request,200,OK,Thread Group 1-1067,text,true,,20250,122,2,2,1,0,0
1505698898899,1,HTTP Request,200,OK,Thread Group 1-1070,text,true,,20250,122,3,3,1,0,0
1505698898899,1,HTTP Request,200,OK,Thread Group 1-1069,text,true,,20250,122,3,3,1,0,0
1505698898898,2,HTTP Request,200,OK,Thread Group 1-1068,text,true,,20250,122,1,1,2,0,0
1505698898901,1,HTTP Request,200,OK,Thread Group 1-1071,text,true,,20250,122,2,2,1,0,1
1505698898902,1,HTTP Request,200,OK,Thread Group 1-1072,text,true,,20250,122,1,1,1,0,1
1505698898903,1,HTTP Request,200,OK,Thread Group 1-1073,text,true,,20250,122,1,1,1,0,1
1505698898906,1,HTTP Request,200,OK,Thread Group 1-1074,text,true,,20250,122,2,2,1,0,1
1505698898907,1,HTTP Request,200,OK,Thread Group 1-1075,text,true,,20250,122,1,1,1,0,1
1505698898909,0,HTTP Request,200,OK,Thread Group 1-1076,text,true,,20250,122,1,1,0,0,0
1505698898910,0,HTTP Request,200,OK,Thread Group 1-1077,text,true,,20250,122,1,1,0,0,0
1505698898911,1,HTTP Request,200,OK,Thread Group 1-1078,text,true,,20250,122,1,1,1,0,0
1505698898913,1,HTTP Request,200,OK,Thread Group 1-1079,text,true,,20250,122,2,2,1,0,1
1505698898915,0,HTTP Request,200,OK,Thread Group 1-1081,text,true,,20250,122,2,2,0,0,0
1505698898916,2,HTTP Request,200,OK,Thread Group 1-1082,text,true,,20250,122,5,5,2,0,0
1505698898917,1,HTTP Request,200,OK,Thread Group 1-1084,text,true,,20250,122,5,5,1,0,0
1505698898917,1,HTTP Request,200,OK,Thread Group 1-1083,text,true,,20250,122,4,4,1,0,0
1505698898914,5,HTTP Request,200,OK,Thread Group 1-1080,text,true,,20250,122,1,1,5,0,0
1505698898919,1,HTTP Request,200,OK,Thread Group 1-1085,text,true,,20250,122,1,1,1,0,1
1505698898920,1,HTTP Request,200,OK,Thread Group 1-1086,text,true,,20250,122,1,1,1,0,1
1505698898922,1,HTTP Request,200,OK,Thread Group 1-1087,text,true,,20250,122,2,2,1,0,1
1505698898923,1,HTTP Request,200,OK,Thread Group 1-1088,text,true,,20250,122,2,2,1,0,1
1505698898924,1,HTTP Request,200,OK,Thread Group 1-1090,text,true,,20250,122,2,2,1,0,0
1505698898924,1,HTTP Request,200,OK,Thread Group 1-1089,text,true,,20250,122,2,2,1,0,1
1505698898926,1,HTTP Request,200,OK,Thread Group 1-1091,text,true,,20250,122,2,2,1,0,1
1505698898927,1,HTTP Request,200,OK,Thread Group 1-1092,text,true,,20250,122,1,1,1,0,1
1505698898929,0,HTTP Request,200,OK,Thread Group 1-1093,text,true,,20250,122,2,2,0,0,0
1505698898930,1,HTTP Request,200,OK,Thread Group 1-1094,text,true,,20250,122,2,2,1,0,0
1505698898931,0,HTTP Request,200,OK,Thread Group 1-1095,text,true,,20250,122,1,1,0,0,0
1505698898932,1,HTTP Request,200,OK,Thread Group 1-1096,text,true,,20250,122,1,1,0,0,0
1505698898933,1,HTTP Request,200,OK,Thread Group 1-1097,text,true,,20250,122,1,1,0,0,0
1505698898934,1,HTTP Request,200,OK,Thread Group 1-1098,text,true,,20250,122,1,1,1,0,0
1505698898935,1,HTTP Request,200,OK,Thread Group 1-1100,text,true,,20250,122,2,2,1,0,0
1505698898935,1,HTTP Request,200,OK,Thread Group 1-1099,text,true,,20250,122,1,1,1,0,0
1505698898937,1,HTTP Request,200,OK,Thread Group 1-1101,text,true,,20250,122,1,1,1,0,1
1505698898938,1,HTTP Request,200,OK,Thread Group 1-1102,text,true,,20250,122,1,1,1,0,1
1505698898940,1,HTTP Request,200,OK,Thread Group 1-1103,text,true,,20250,122,2,2,1,0,0
1505698898941,1,HTTP Request,200,OK,Thread Group 1-1104,text,true,,20250,122,1,1,1,0,0
1505698898942,1,HTTP Request,200,OK,Thread Group 1-1105,text,true,,20250,122,1,1,1,0,0
